,Victim Sex,Perpetrator Sex,Victim Age,Perpetrator Age,Victim Count,Perpetrator Count,City,State,Year,Month,Incident,Relationship,Weapon,Crime Type,Crime Solved
6826,Male,Male,27,32,0,0,Coffee,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6827,Male,Unknown,28,0,0,0,Coffee,Georgia,1980,January,2,Unknown,Handgun,Murder or Manslaughter,No
6828,Male,Male,60,59,0,0,Coffee,Georgia,1980,April,1,Friend,Handgun,Murder or Manslaughter,Yes
6829,Male,Male,43,0,0,0,Coffee,Georgia,1980,May,1,Friend,Shotgun,Manslaughter by Negligence,Yes
6830,Male,Unknown,54,0,0,1,Coffee,Georgia,1980,March,1,Unknown,Blunt Object,Murder or Manslaughter,No
6831,Female,Unknown,20,0,0,0,Coffee,Georgia,1980,December,1,Unknown,Blunt Object,Murder or Manslaughter,No
6832,Male,Male,26,32,0,0,Coffee,Georgia,1980,January,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6833,Male,Male,51,33,0,3,Colquitt,Georgia,1980,March,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6834,Female,Male,27,23,0,0,Columbia,Georgia,1980,February,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6835,Male,Male,54,30,0,0,Columbia,Georgia,1980,July,1,Father,Handgun,Murder or Manslaughter,Yes
6836,Female,Male,27,22,0,0,Columbia,Georgia,1980,February,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6837,Female,Male,28,37,1,0,Cook,Georgia,1980,July,1,Stranger,Handgun,Murder or Manslaughter,Yes
6838,Male,Male,22,37,1,0,Cook,Georgia,1980,July,1,Stranger,Handgun,Murder or Manslaughter,Yes
6839,Male,Male,29,49,0,0,Cook,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6840,Male,Male,49,29,0,0,Cook,Georgia,1980,October,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6841,Male,Female,29,39,0,0,Coweta,Georgia,1980,October,1,Husband,Handgun,Murder or Manslaughter,Yes
6842,Male,Male,23,24,0,0,Crisp,Georgia,1980,May,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6843,Male,Male,25,33,0,0,Crisp,Georgia,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
6844,Male,Female,30,31,0,0,Crisp,Georgia,1980,August,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
6845,Male,Unknown,16,0,0,1,Dade,Georgia,1980,April,1,Brother,Blunt Object,Murder or Manslaughter,No
6846,Male,Female,36,32,0,0,Dade,Georgia,1980,August,1,Ex-Husband,Handgun,Murder or Manslaughter,Yes
6847,Male,Male,48,0,0,0,Dade,Georgia,1980,April,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6848,Male,Male,38,49,0,0,Decatur,Georgia,1980,October,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6849,Male,Female,41,34,0,0,De Kalb,Georgia,1980,April,1,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
6850,Female,Unknown,25,0,1,1,De Kalb,Georgia,1980,February,3,Unknown,Handgun,Murder or Manslaughter,No
6851,Male,Male,47,51,0,0,De Kalb,Georgia,1980,February,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6852,Male,Male,36,34,0,0,De Kalb,Georgia,1980,February,2,Stranger,Shotgun,Murder or Manslaughter,Yes
6853,Male,Unknown,23,0,1,1,De Kalb,Georgia,1980,February,3,Unknown,Handgun,Murder or Manslaughter,No
6854,Male,Male,16,41,0,0,De Kalb,Georgia,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6855,Male,Male,40,24,0,1,De Kalb,Georgia,1980,April,2,Stranger,Blunt Object,Murder or Manslaughter,Yes
6856,Male,Male,30,32,0,0,Dougherty,Georgia,1980,February,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6857,Male,Female,30,26,0,0,Dougherty,Georgia,1980,March,1,Common-Law Husband,Knife,Murder or Manslaughter,Yes
6858,Male,Female,74,58,0,0,Dougherty,Georgia,1980,April,1,Husband,Handgun,Murder or Manslaughter,Yes
6859,Male,Male,28,28,0,0,Dougherty,Georgia,1980,June,1,Stranger,Handgun,Murder or Manslaughter,Yes
6860,Male,Male,63,28,0,0,Dougherty,Georgia,1980,June,2,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6861,Male,Unknown,49,0,0,1,Dougherty,Georgia,1980,August,1,Unknown,Handgun,Murder or Manslaughter,No
6862,Male,Male,19,19,0,0,Dougherty,Georgia,1980,September,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6863,Male,Male,26,49,0,0,Dougherty,Georgia,1980,October,1,Stranger,Handgun,Murder or Manslaughter,Yes
6864,Male,Female,20,23,0,0,Dougherty,Georgia,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6865,Male,Female,24,23,0,0,Dougherty,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6866,Female,Male,69,35,1,0,Douglas,Georgia,1980,November,1,Stranger,Handgun,Murder or Manslaughter,Yes
6867,Male,Female,43,39,0,0,Douglas,Georgia,1980,May,1,Common-Law Husband,Knife,Murder or Manslaughter,Yes
6868,Female,Male,54,53,0,0,Douglas,Georgia,1980,June,1,Common-Law Wife,Handgun,Murder or Manslaughter,Yes
6869,Male,Unknown,45,0,0,1,Douglas,Georgia,1980,July,1,Unknown,Blunt Object,Murder or Manslaughter,No
6870,Male,Male,69,35,1,0,Douglas,Georgia,1980,November,1,Stranger,Handgun,Murder or Manslaughter,Yes
6871,Male,Male,68,19,0,2,Douglas,Georgia,1980,December,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6872,Male,Male,26,25,1,0,Elbert,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6873,Male,Male,25,25,1,0,Elbert,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6874,Male,Female,0,15,0,0,Elbert,Georgia,1980,October,1,Son,Suffocation,Murder or Manslaughter,Yes
6875,Female,Male,99,20,0,0,Emanuel,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6876,Female,Male,48,43,0,0,Floyd,Georgia,1980,January,1,Wife,Handgun,Murder or Manslaughter,Yes
6877,Male,Female,32,28,0,0,Floyd,Georgia,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6878,Male,Unknown,58,0,0,0,Floyd,Georgia,1980,March,1,Unknown,Unknown,Murder or Manslaughter,No
6879,Male,Male,22,21,0,0,Floyd,Georgia,1980,June,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6880,Male,Male,27,25,0,0,Floyd,Georgia,1980,November,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
6881,Male,Male,46,33,0,2,Floyd,Georgia,1980,November,2,Stranger,Shotgun,Murder or Manslaughter,Yes
6882,Female,Male,35,29,1,0,Floyd,Georgia,1980,August,1,Friend,Handgun,Murder or Manslaughter,Yes
6883,Male,Male,54,48,0,0,Floyd,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6884,Female,Male,23,37,0,0,Floyd,Georgia,1980,March,1,Common-Law Wife,Rifle,Murder or Manslaughter,Yes
6885,Male,Female,23,53,0,0,Floyd,Georgia,1980,May,1,In-Law,Handgun,Murder or Manslaughter,Yes
6886,Female,Male,75,19,0,0,Floyd,Georgia,1980,May,2,Neighbor,Blunt Object,Murder or Manslaughter,Yes
6887,Male,Female,49,49,0,0,Floyd,Georgia,1980,May,3,Husband,Handgun,Murder or Manslaughter,Yes
6888,Male,Male,22,29,1,0,Floyd,Georgia,1980,August,1,Friend,Handgun,Murder or Manslaughter,Yes
6889,Male,Male,23,37,0,0,Fulton,Georgia,1980,April,1,Stranger,Rifle,Murder or Manslaughter,Yes
6890,Female,Male,30,37,0,0,Fulton,Georgia,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
6891,Female,Male,31,34,0,0,Fulton,Georgia,1980,July,1,Wife,Handgun,Murder or Manslaughter,Yes
6892,Male,Female,3,20,0,0,Fulton,Georgia,1980,February,1,Son,Unknown,Murder or Manslaughter,Yes
6893,Male,Unknown,32,0,0,1,Fulton,Georgia,1980,February,2,Unknown,Handgun,Murder or Manslaughter,No
6894,Male,Male,32,27,0,0,Fulton,Georgia,1980,February,3,Unknown,Handgun,Murder or Manslaughter,Yes
6895,Female,Male,30,29,0,0,Fulton,Georgia,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6896,Male,Male,62,56,0,0,Fulton,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6897,Male,Male,32,30,0,0,Fulton,Georgia,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6898,Male,Unknown,22,0,0,0,Fulton,Georgia,1980,December,1,Stranger,Handgun,Murder or Manslaughter,No
6899,Male,Male,18,18,0,0,Gilmer,Georgia,1980,October,1,Acquaintance,Rifle,Manslaughter by Negligence,Yes
6900,Male,Male,22,29,0,0,Glynn,Georgia,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6901,Male,Female,25,26,0,0,Glynn,Georgia,1980,March,1,Husband,Handgun,Murder or Manslaughter,Yes
6902,Male,Female,44,40,0,0,Glynn,Georgia,1980,April,1,Husband,Handgun,Murder or Manslaughter,Yes
6903,Male,Female,41,32,0,0,Glynn,Georgia,1980,June,1,Husband,Handgun,Murder or Manslaughter,Yes
6904,Male,Male,21,30,0,0,Glynn,Georgia,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6905,Male,Male,53,27,0,0,Glynn,Georgia,1980,July,2,Father,Blunt Object,Murder or Manslaughter,Yes
6906,Male,Unknown,19,0,0,0,Glynn,Georgia,1980,October,1,Unknown,Handgun,Murder or Manslaughter,No
6907,Male,Male,52,16,0,0,Gordon,Georgia,1980,March,1,Stepfather,Shotgun,Murder or Manslaughter,Yes
6908,Male,Male,47,19,0,0,Gordon,Georgia,1980,April,1,Stranger,Handgun,Murder or Manslaughter,Yes
6909,Male,Male,60,27,0,0,Greene,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6910,Male,Male,20,21,1,0,Gwinnett,Georgia,1980,June,1,Wife,Rifle,Murder or Manslaughter,Yes
6911,Female,Male,18,21,1,0,Gwinnett,Georgia,1980,June,1,Wife,Rifle,Murder or Manslaughter,Yes
6912,Male,Male,28,54,0,1,Gwinnett,Georgia,1980,July,1,Family,Fire,Murder or Manslaughter,Yes
6913,Male,Unknown,29,0,0,1,Gwinnett,Georgia,1980,August,1,Stranger,Handgun,Murder or Manslaughter,No
6914,Male,Male,23,35,0,0,Gwinnett,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6915,Male,Male,76,23,0,0,Harris,Georgia,1980,May,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
6916,Male,Male,35,22,0,0,Harris,Georgia,1980,September,1,Stranger,Handgun,Murder or Manslaughter,Yes
6917,Female,Unknown,28,0,0,0,Henry,Georgia,1980,October,1,Unknown,Handgun,Murder or Manslaughter,No
6918,Male,Male,28,38,0,0,Houston,Georgia,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6919,Female,Male,18,37,0,0,Houston,Georgia,1980,August,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
6920,Male,Male,31,57,0,0,Houston,Georgia,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6921,Male,Female,30,25,0,0,Houston,Georgia,1980,December,1,Husband,Handgun,Murder or Manslaughter,Yes
6922,Male,Female,34,34,0,0,Houston,Georgia,1980,February,1,Husband,Handgun,Murder or Manslaughter,Yes
6923,Male,Female,52,39,0,1,Houston,Georgia,1980,November,1,Boyfriend,Knife,Murder or Manslaughter,Yes
6924,Female,Male,29,52,0,0,Jackson,Georgia,1980,February,1,Daughter,Handgun,Murder or Manslaughter,Yes
6925,Male,Female,52,29,0,0,Jackson,Georgia,1980,February,2,Father,Handgun,Murder or Manslaughter,Yes
6926,Male,Male,32,37,0,0,Jackson,Georgia,1980,June,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6927,Male,Male,35,28,0,0,Jackson,Georgia,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6928,Male,Female,99,0,0,0,Jefferson,Georgia,1980,March,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6929,Male,Male,65,35,0,0,Jefferson,Georgia,1980,September,1,Father,Rifle,Murder or Manslaughter,Yes
6930,Male,Male,40,49,0,0,Jenkins,Georgia,1980,January,1,In-Law,Handgun,Murder or Manslaughter,Yes
6931,Male,Male,39,74,0,0,Laurens,Georgia,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6932,Male,Female,47,46,0,0,Liberty,Georgia,1980,November,1,Husband,Handgun,Murder or Manslaughter,Yes
6933,Male,Female,37,32,0,0,Lowndes,Georgia,1980,July,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6934,Female,Male,44,39,0,0,Lowndes,Georgia,1980,August,1,Wife,Handgun,Murder or Manslaughter,Yes
6935,Male,Unknown,19,0,0,0,McIntosh,Georgia,1980,October,1,Unknown,Rifle,Murder or Manslaughter,No
6936,Male,Male,29,41,0,0,Macon,Georgia,1980,April,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6937,Male,Male,66,22,0,0,Mitchell,Georgia,1980,May,1,Unknown,Knife,Murder or Manslaughter,Yes
6938,Male,Female,50,51,1,0,Mitchell,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6939,Female,Female,46,51,1,0,Mitchell,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6940,Male,Male,54,43,0,0,Monroe,Georgia,1980,November,1,Brother,Shotgun,Murder or Manslaughter,Yes
6941,Male,Male,76,60,0,0,Murray,Georgia,1980,March,1,Brother,Blunt Object,Murder or Manslaughter,Yes
6942,Male,Male,48,20,0,0,Murray,Georgia,1980,June,1,Friend,Handgun,Murder or Manslaughter,Yes
6943,Male,Unknown,53,0,0,0,Muscogee,Georgia,1980,January,1,Family,Handgun,Murder or Manslaughter,No
6944,Male,Male,26,15,0,0,Muscogee,Georgia,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6945,Male,Male,31,17,0,0,Muscogee,Georgia,1980,February,2,Neighbor,Handgun,Murder or Manslaughter,Yes
6946,Male,Male,60,0,0,0,Muscogee,Georgia,1980,February,3,Stranger,Handgun,Murder or Manslaughter,Yes
6947,Male,Male,22,0,0,0,Muscogee,Georgia,1980,April,1,Stranger,Handgun,Murder or Manslaughter,Yes
6948,Female,Male,37,41,0,0,Muscogee,Georgia,1980,May,1,Wife,Blunt Object,Murder or Manslaughter,Yes
6949,Male,Female,33,0,0,0,Muscogee,Georgia,1980,May,2,Boyfriend,Knife,Murder or Manslaughter,Yes
6950,Female,Male,19,27,0,0,Muscogee,Georgia,1980,May,3,Wife,Knife,Murder or Manslaughter,Yes
6951,Female,Unknown,54,0,0,0,Muscogee,Georgia,1980,June,1,Unknown,Knife,Murder or Manslaughter,No
6952,Female,Male,24,31,0,0,Muscogee,Georgia,1980,June,2,Acquaintance,Knife,Murder or Manslaughter,Yes
6953,Male,Male,19,20,0,0,Muscogee,Georgia,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6954,Male,Male,65,19,0,0,Muscogee,Georgia,1980,July,2,Stranger,Handgun,Murder or Manslaughter,Yes
6955,Male,Female,45,47,0,0,Muscogee,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6956,Male,Female,57,46,0,0,Muscogee,Georgia,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6957,Male,Unknown,49,0,0,0,Muscogee,Georgia,1980,November,2,Unknown,Knife,Murder or Manslaughter,No
6958,Female,Male,44,37,0,0,Muscogee,Georgia,1980,December,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6959,Male,Male,79,17,0,0,Muscogee,Georgia,1980,December,2,Acquaintance,Knife,Murder or Manslaughter,Yes
6960,Male,Male,23,16,0,0,Muscogee,Georgia,1980,December,3,Acquaintance,Rifle,Murder or Manslaughter,Yes
6961,Female,Male,58,60,0,0,Newton,Georgia,1980,May,1,Wife,Handgun,Murder or Manslaughter,Yes
6962,Male,Female,37,34,0,0,Newton,Georgia,1980,August,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6963,Male,Male,22,24,0,0,Peach,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6964,Male,Male,62,70,0,0,Peach,Georgia,1980,August,1,Neighbor,Handgun,Murder or Manslaughter,Yes
6965,Male,Female,37,31,0,0,Peach,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6966,Female,Male,32,33,0,0,Polk,Georgia,1980,March,1,Girlfriend,Handgun,Murder or Manslaughter,Yes
6967,Female,Male,40,42,0,0,Putnam,Georgia,1980,January,1,Wife,Handgun,Murder or Manslaughter,Yes
6968,Female,Male,40,32,0,0,Putnam,Georgia,1980,September,1,Wife,Handgun,Murder or Manslaughter,Yes
6969,Male,Female,29,25,0,0,Putnam,Georgia,1980,December,1,Husband,Handgun,Murder or Manslaughter,Yes
6970,Female,Unknown,22,0,0,1,Richmond,Georgia,1980,February,1,Stranger,Blunt Object,Murder or Manslaughter,No
6971,Male,Female,38,32,0,0,Richmond,Georgia,1980,April,1,Husband,Knife,Murder or Manslaughter,Yes
6972,Female,Female,17,24,0,0,Richmond,Georgia,1980,June,1,Neighbor,Handgun,Murder or Manslaughter,Yes
6973,Male,Unknown,58,0,0,0,Richmond,Georgia,1980,June,2,Stranger,Knife,Murder or Manslaughter,No
6974,Male,Unknown,40,0,0,1,Richmond,Georgia,1980,July,1,Unknown,Handgun,Murder or Manslaughter,No
6975,Male,Unknown,54,0,0,1,Richmond,Georgia,1980,July,2,Unknown,Strangulation,Murder or Manslaughter,No
6976,Female,Male,28,56,0,0,Richmond,Georgia,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6977,Male,Male,32,26,0,0,Richmond,Georgia,1980,August,2,In-Law,Handgun,Murder or Manslaughter,Yes
6978,Male,Male,21,20,0,0,Richmond,Georgia,1980,August,3,Stranger,Knife,Murder or Manslaughter,Yes
6979,Female,Male,40,43,0,0,Richmond,Georgia,1980,August,4,Ex-Wife,Handgun,Murder or Manslaughter,Yes
6980,Male,Unknown,24,0,0,1,Richmond,Georgia,1980,September,1,Stranger,Shotgun,Murder or Manslaughter,No
6981,Female,Unknown,22,0,0,1,Richmond,Georgia,1980,September,2,Unknown,Unknown,Murder or Manslaughter,No
6982,Female,Male,48,50,0,0,Richmond,Georgia,1980,November,1,Wife,Shotgun,Murder or Manslaughter,Yes
6983,Male,Male,23,21,0,0,Richmond,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6984,Male,Male,29,26,0,0,Richmond,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6985,Male,Female,26,33,0,0,Richmond,Georgia,1980,April,1,Husband,Handgun,Murder or Manslaughter,Yes
6986,Female,Male,10,8,0,0,Richmond,Georgia,1980,June,1,Sister,Shotgun,Manslaughter by Negligence,Yes
6987,Male,Female,30,28,0,0,Richmond,Georgia,1980,August,1,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
6988,Male,Male,25,48,0,0,Richmond,Georgia,1980,August,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6989,Male,Male,33,36,0,0,Richmond,Georgia,1980,August,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6990,Female,Unknown,55,0,0,0,Richmond,Georgia,1980,October,1,Stranger,Handgun,Murder or Manslaughter,No
6991,Male,Male,34,17,0,0,Richmond,Georgia,1980,October,2,Acquaintance,Knife,Murder or Manslaughter,Yes
6992,Female,Male,99,52,0,0,Spalding,Georgia,1980,January,1,Friend,Handgun,Murder or Manslaughter,Yes
6993,Male,Unknown,67,0,0,1,Spalding,Georgia,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
6994,Male,Male,23,26,0,0,Spalding,Georgia,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6995,Male,Male,99,30,0,0,Spalding,Georgia,1980,July,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6996,Male,Male,48,25,0,0,Spalding,Georgia,1980,September,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6997,Male,Male,57,37,0,0,Spalding,Georgia,1980,September,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6998,Female,Male,23,21,0,0,Spalding,Georgia,1980,September,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6999,Male,Male,50,23,0,0,Spalding,Georgia,1980,December,1,Acquaintance,Suffocation,Murder or Manslaughter,Yes
7000,Female,Male,20,32,0,0,Stephens,Georgia,1980,September,1,Sister,Handgun,Murder or Manslaughter,Yes
7001,Male,Male,17,40,0,0,Stephens,Georgia,1980,November,1,Stepson,Handgun,Murder or Manslaughter,Yes
7002,Male,Male,22,25,0,0,Sumter,Georgia,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7003,Female,Male,30,31,0,0,Sumter,Georgia,1980,May,1,Wife,Handgun,Murder or Manslaughter,Yes
7004,Female,Male,45,55,0,0,Sumter,Georgia,1980,June,1,Common-Law Wife,Handgun,Murder or Manslaughter,Yes
7005,Male,Male,53,23,0,2,Terrell,Georgia,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7006,Male,Male,32,30,0,0,Terrell,Georgia,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7007,Female,Male,34,37,0,0,Thomas,Georgia,1980,January,1,Wife,Rifle,Murder or Manslaughter,Yes
7008,Male,Male,25,19,0,1,Thomas,Georgia,1980,April,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
7009,Female,Female,75,38,0,0,Thomas,Georgia,1980,July,1,Mother,Blunt Object,Murder or Manslaughter,Yes
7010,Male,Male,21,24,0,0,Thomas,Georgia,1980,September,1,Brother,Rifle,Murder or Manslaughter,Yes
7011,Male,Male,35,18,0,0,Tift,Georgia,1980,May,1,Acquaintance,Knife,Murder or Manslaughter,Yes
7012,Female,Male,43,0,0,0,Toombs,Georgia,1980,October,1,Wife,Handgun,Murder or Manslaughter,Yes
7013,Female,Male,38,38,0,0,Toombs,Georgia,1980,March,1,Wife,Handgun,Murder or Manslaughter,Yes
7014,Male,Male,31,27,0,0,Toombs,Georgia,1980,July,1,In-Law,Blunt Object,Murder or Manslaughter,Yes
7015,Male,Male,28,0,0,0,Troup,Georgia,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7016,Male,Female,8,30,0,1,Troup,Georgia,1980,January,1,Son,Fire,Murder or Manslaughter,Yes
7017,Male,Male,22,20,0,0,Troup,Georgia,1980,April,1,Acquaintance,Knife,Murder or Manslaughter,Yes
7018,Male,Female,26,27,0,0,Troup,Georgia,1980,May,1,Husband,Handgun,Murder or Manslaughter,Yes
7019,Male,Female,50,57,0,0,Troup,Georgia,1980,August,1,Acquaintance,Knife,Murder or Manslaughter,Yes
7020,Male,Male,19,20,0,0,Troup,Georgia,1980,January,1,Stranger,Handgun,Murder or Manslaughter,Yes
7021,Male,Male,34,29,0,0,Troup,Georgia,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
7022,Female,Male,45,57,0,0,Upson,Georgia,1980,March,1,Wife,Rifle,Murder or Manslaughter,Yes
7023,Male,Male,30,29,0,0,Upson,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7024,Male,Female,30,55,0,0,Walker,Georgia,1980,August,1,In-Law,Handgun,Murder or Manslaughter,Yes
7025,Male,Male,27,26,0,0,Ware,Georgia,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7026,Male,Male,32,32,0,0,Ware,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7027,Male,Male,28,19,0,0,Washington,Georgia,1980,February,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
7028,Male,Male,22,22,0,0,Washington,Georgia,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7029,Male,Female,41,27,0,0,Washington,Georgia,1980,August,1,Acquaintance,Knife,Murder or Manslaughter,Yes
7030,Male,Male,21,29,0,0,Washington,Georgia,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7031,Male,Male,44,17,0,0,Washington,Georgia,1980,November,2,Father,Shotgun,Murder or Manslaughter,Yes
7032,Male,Male,23,27,0,0,Washington,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
7033,Male,Male,28,26,0,0,Wayne,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
